,Original ID,side_a,side_b,Catalyst Music Genre Side A,Catalyst Music Genre Side B,Label Name,text
365,rcavictor_517272,Copa De Amor,Sé Que Me Quieres,Bolero,Bolero,RCA Victor,copa de amor que me quieres grabado en mxico manuel pomian manuel pomian con fernando maldonado su piano sus ritmos know you love me emilio de nicols bolero bolero rca victor
366,rcavictor_517267,Mi Mejor Canción,El Hijo De Mi Tía,Bolero,Guaracha,RCA Victor,mi mejor cancin el hijo de mi ta grabado en mxico my best song jos antonio mndez bobby cap con orq de mario ruz armengol the son of my aunt luis benjamnb cap bobby cap orquesta luis arcaraz bolero guaracha rca victor
367,rcavictor_517264,Voy Gritando Por La Calle,Tempestad De Amor,Bolero,Bolero,RCA Victor,voy gritando por la calle tempestad de amor grabado en mxico sad fernando maldonado hermanos martnez gil storm of love hnos martnez gil bolero bolero rca victor
368,rcavictor_517261,Te Adoraré,Siete Notas De Amor,Bolero,Bolero,RCA Victor,te adorar siete notas de amor grabado en mxico will love you antonio rodrguez mara luisa chorens orq de chucho zarzosa seven notes of love santiago alvarado bolero bolero rca victor
369,rcavictor_517252,Allá En La Eternidad,Si Noeres Tu,Bolero,Bolero,RCA Victor,all en la eternidad si noeres tu grabado en mxico in heaven gabriel ruz andrs falgas orq chucho zarzosa if it is nt you pedro flores bolero bolero rca victor
370,rcavictor_517250,Carabinas - 30 - 30,Albur De Amor,Corrido,Ranchera,RCA Victor,carabinas 30 30 albur de amor grabado en mxico genaro nuez eliseo padilla con mariachi alfonso esparza oteo corrido ranchera rca victor
371,rcavictor_517248,"Siempre, Siempre",La Barca,Bolero,Bolero,RCA Victor,siempre siempre la barca grabado en mxico always always fabregatm molina montes hermanos reyes su conjunto con teresita the boat roberto cantoral bolero bolero rca victor
372,rcavictor_517249,El Bandolero,El Ranchero Afamado,Corrido,Corrido,RCA Victor,el bandolero el ranchero afamado grabado en mxico the bandit jess ramos pancho charro avitia con el mariachi vargas de tecalitln the famous rancher camacho corrido corrido rca victor
373,rcavictor_517242,Fumando Espero,Tu Corazón,Tango,Tango,RCA Victor,fumando espero tu corazn grabado en argentina smoking while wait flix garzojuan viladomat libertad lamarque con orquesta dirig por vctor buchino your heart enrique sorianodonato rociatti tango tango rca victor
374,rcavictor_517236,Cielo Rojo,Que Padre Es La Vida,Huapango,Huapango,RCA Victor,cielo rojo que padre es la vida grabado en mxico red sky hnos zaizar flor silvestre con el mariachi vargas de tecalitln huapango huapango rca victor
375,rcavictor_516612,Apambichao,Mi Suerte,Merengue,Merengue,RCA Victor,apambichao mi suerte ricardo rico brunito sus ases del merengue canta tony merete my luck mario de jess merengue merengue rca victor
376,rcavictor_516606,Coco Seco,Craneo Coco Cerebro,Guaracha,Son Montuno,RCA Victor,coco seco craneo coco cerebro grabado en cuba dry coconut luis reyes ernesto duarte su orquesta using your brain adolfo oreilly guaracha son montuno rca victor
377,rcavictor_516599,Pendenciera,Semiló,Merengue,Merengue,RCA Victor,pendenciera semil the washer woman ricardo rico su conjunto los tpicos dominicanos canta ricardo rico ricardo rico canta florinda sanchez merengue merengue rca victor
378,rcavictor_516598,Doña Ramona,El Fracasao,Merengue,Merengue,RCA Victor,doa ramona el fracasao florinda sanchez ricardo rico su conjunto los tpicos dominicanos canta florinda sanchez the failure ricardo rico canta ricardo rico merengue merengue rca victor
379,rcavictor_516597,Tu Y Las Nubes,Á Los Cuatro Vientos,Ranchera,Ranchera,RCA Victor,tu las nubes los cuatro vientos grabado en mxico you and the clouds jos alfredo jimnez miguel aceves meja con el mariachi vargas to the four winds tomas mndez ranchera ranchera rca victor
380,rcavictor_516596,Con La Muerte En El Alma,No Te Humilles Corazon,Canción,Ranchera,RCA Victor,con la muerte en el alma no te humilles corazon grabado en mxico dead soul tomas mndez hermanas padilla con el mariachi mxico do nt humble yourself my heart memo quintero cancin ranchera rca victor
381,rcavictor_516595,Tu Mi Adoracion,Mi Ultimo Fracaso,Bolero,Bolero,RCA Victor,tu mi adoracion mi ultimo fracaso grabado en mxico you are my love jos antonio mndez los tres ases my last failure alfredo gil bolero bolero rca victor
382,rcavictor_516591,El Tren Sin Pasajeros,Amarga Navidad,Ranchera,Ranchera,RCA Victor,el tren sin pasajeros amarga navidad grabado en mxico the train without passengers tomas mndez amalia mendoza la tariacuri con el mariachi vargas sad christmas jos alfredo jimnez ranchera ranchera rca victor
383,rcavictor_516588,Mi Nave,Muchas Veces,Ranchera,Vals,RCA Victor,mi nave muchas veces grabado en mxico destiny pedro rigualmario alvarez chucho martnez gil orquesta chucho zarzosa many times barnesstahlgarrido ranchera vals rca victor
384,rcavictor_516586,Late Corazon,Donde Vas,Cha-cha-cha,Cha-cha-cha,RCA Victor,late corazon donde vas grabado en mxico beating heart enrique jorrin orquesta enrique jorrin creador del chachacha where are you going chachacha chachacha rca victor
385,rcavictor_516584,Con Ese Canto,Mil Besos,Bolero,Bolero,RCA Victor,con ese canto mil besos grabado en mxico with this song jos contreras los bribones thousand kisses emma elena valdelamar bolero bolero rca victor
386,rcavictor_516581,Durango Durango,Arriba Mi Gallo,Ranchera,Corrido,RCA Victor,durango durango arriba mi gallo grabado en mxico angel gallardo pancho charro avitia con el mariachi mxico hooray for my rooster gonzaleza hector revolledo ranchera corrido rca victor
387,rcavictor_516580,"Copitas, Copotas",Carta Ranchera,Ranchera,Ranchera,RCA Victor,copitas copotas carta ranchera grabado en mxico let have drink marcelo salazar los dos reales con el mariachi vargas letter from the country victor cordero ranchera ranchera rca victor
388,rcavictor_516578,Los Cacos Del Amor,No Te Duelan Mis Palabras,Son Montuno,Bolero,RCA Victor,los cacos del amor no te duelan mis palabras grabado en mxico love thieves otilio portal tony camargo su conjunto forgive me juan lucas son montuno bolero rca victor
389,rcavictor_516574,La Vida En Un Sueño,Solamente Una Vez,Bolero,Bolero,RCA Victor,la vida en un sueo solamente una vez grabado en cuba life is dream arsenio rodriguez scull pedro vargas beny mor con la orquesta de beny mor you belong to my heart agustin lara bolero bolero rca victor
390,rcavictor_516573,Cancion De La Condesa Descalza,Palabras De Amor,Canción,Canción,RCA Victor,cancion de la condesa descalza palabras de amor song of the barefoot contessa maria de la pelcula la condesa descalza nascimbenebonino ernesto bonino con orquesta dirigida por ben pickering the language of love ernesto bonino cancin cancin rca victor
391,rcavictor_516572,Mentirosa Luna,Crinolina,Vals,Vals,RCA Victor,mentirosa luna crinolina grabado en mxico deceiving moon rubn de penjamo hermanos reyes crinoline vals vals rca victor
392,rcavictor_516566,Yo No Camino Mas,Yo Sabia Que Un Dia,Cha-cha-cha,Cha-cha-cha,RCA Victor,yo no camino mas yo sabia que un dia grabado en mxico tired of walking ninon mondejar los tres ases conjunto grabado en mxico knew that one day antonio sanchez chachacha chachacha rca victor
393,rcavictor_516565,Sonrie,Hernando Y Su Rincon,Canción,Tango,RCA Victor,sonrie hernando su rincon grabado en mxico smile turnerparsonschaplinde llano fernando fernndez orquesta luis arcaraz grabado en mxico hernando hideaway adlerrossde llano cancin tango rca victor
394,rcavictor_516560,Golondrina Presumida,Te Traigo Serenata,Ranchera,Vals,RCA Victor,golondrina presumida te traigo serenata grabado en mxico conceited thomas mndez los calaveras conjunto bring you serenade ignacio jaime ranchera vals rca victor
395,rcavictor_516556,Un Viejo Amor,La Barca De Oro,Canción,Canción,RCA Victor,un viejo amor la barca de oro grabado en mxico my old love alfonso esparza oteofernandez bustamente andy russell orquesta mario ruz armengol the golden boat abundio marinez andy russell con el mariachi mxico cancin cancin rca victor
396,rcavictor_516551,El Sheik De Arabia,Granada,Mambo,Mambo,RCA Victor,el sheik de arabia granada the sheik of araby wheelersmithsnyder noro morales su orquesta solo de trombone will bradley agustin lara mambo mambo rca victor
397,rcavictor_516550,No Debo Traicionarte,Se Alquila Un Corazon,Bolero,Bolero,RCA Victor,no debo traicionarte se alquila un corazon grabado en mxico should nt betray you ramon inclan hermanos martnez gil conjunto ruben fuentes heart for rent paul pierapedro galan bolero bolero rca victor
398,rcavictor_516547,Niebla Del Riachuelo,Campanitas De Cristal,Bolero,Bolero,RCA Victor,niebla del riachuelo campanitas de cristal river fog enrique cadicamojuan carlos cobian rafael muoz su orquesta canta raffi muoz crystal bells rafael hernndez bolero bolero rca victor
399,rcavictor_516546,Te Lo Dije,Precaucion,Merengue,Merengue,RCA Victor,te lo dije precaucion told you so alejandro camacho garcia brunito sus ases del merengue canta tony merete precaution horacio gomez merengue merengue rca victor
400,rcavictor_516545,El Conquistador,Dorotea,Merengue,Merengue,RCA Victor,el conquistador dorotea the conqueror alejandro camacho garcia brunito sus ases del merengue canta tony merete dorothea mario de jess merengue merengue rca victor
401,rcavictor_516544,Los Que Vuelven,Se Fue Y Se Fue,Ranchera,Ranchera,RCA Victor,los que vuelven se fue se fue grabado en mxico those who return valdez leal hermanas padilla el mariachi mxico gone bonifacio collazo ranchera ranchera rca victor
402,rcavictor_516543,Maldicion Ranchera,Punalda Trapera,Ranchera,Ranchera,RCA Victor,maldicion ranchera punalda trapera grabado en mxico the curse jose alfredo jimnez amalia mendoza la tariacuri con el mariachi vargas stab in the back tomas mndez ranchera ranchera rca victor
403,rcavictor_516537,Tu No Me Quieres,Necesito Una Mujer,Cha-cha-cha,Guaracha,RCA Victor,tu no me quieres necesito una mujer grabado en venezuela you do nt love me willy gamboa willy gamboa su orquesta canta pepe oswaldo dimas need woman canta pepe acosta chachacha guaracha rca victor
404,rcavictor_516826,Me Puse A Amar,Me Puse A Amar,Ranchera,Ranchera,RCA Victor,me puse amar me puse amar grabado en mxico fell in love dueto sonora con el tuerto abel su conjunto ranchera ranchera rca victor
405,rcavictor_516823,Historia De Un Amor,Dimelo Al Oido,Bolero,Tango,RCA Victor,historia de un amor dimelo al oido grabado en mxico story of love carlos almarn libertad lamarque orquesta chucho zerzosa whisper to me francisco lomuto bolero tango rca victor
406,rcavictor_516822,Los Fantasmas,Silencio,Cha-cha-cha,Cha-cha-cha,RCA Victor,los fantasmas silencio grabado en cuba the ghosts rosendo ruiz jrarr lay orquesta aragon silence rafael hernandezarr lay chachacha chachacha rca victor
407,rcavictor_516810,Estoy A Tu Orden,No Pierdas Este Disco,Bolero,Bolero,RCA Victor,estoy tu orden no pierdas este disco at your command luis kalaff yayo peguero con orquesta do nt lose this record mario de jess bolero bolero rca victor
408,rcavictor_516809,Oh Vida,Ya Llego La Hora,Bolero,Cha-cha-cha,RCA Victor,oh vida ya llego la hora grabado en cuba oh life yaez gmez beny mor su orquesta the hour has arrived palmenio salazar bolero chachacha rca victor
409,rcavictor_516799,Espaldas Mojadas,Rancho Alegre,Ranchera,Ranchera,RCA Victor,espaldas mojadas rancho alegre grabado en mxico wet backs alicia colmeneros la consentida ma de los angeles loya con el mariachi vargas de tecalitln happy rancho felipe bermejo ranchera ranchera rca victor
410,rcavictor_516796,Compasion,Yo,Bolero,Bolero,RCA Victor,compasion yo grabado en mxico compassion claudio estrada maria victoria orquesta rafael de paz osvaldo farres bolero bolero rca victor
411,rcavictor_516795,Nosotros,De Noche,Cha-cha-cha,Cha-cha-cha,RCA Victor,nosotros de noche us pedro junco jr tito rodriguez su orquesta chachacha cantan tito marcelino vitin at night pilotoa vera chachacha chachacha rca victor
412,rcavictor_516793,Alma Libre,Yo No Te Engañé,Canción,Bolero,RCA Victor,alma libre yo no te enga grabado en cuba free soul juan bruno tarraza beny mor alfredo sadel con aldemaro romero su orquesta did not lie to you alfredo sadeleduardo rengifo cancin bolero rca victor
413,rcavictor_516783,Lenny,Roberto,Merengue,Merengue,RCA Victor,lenny roberto tony martnez quinteto tony martnez merengue merengue rca victor
414,rcavictor_516775,Retorno,Llanto De Flor,Canción,Canción,RCA Victor,retorno llanto de flor grabado en mxico return emilio de nicolas daz bolio dr alfonso ortiz tirado orquesta chucho zarzosa dew drop cancin cancin rca victor
415,rcavictor_516772,Chachita,Mira A Ver Quien Es,Cha-cha-cha,Cha-cha-cha,RCA Victor,chachita mira ver quien es grabado en cuba rafael hernndezb san cristobal orquesta aragn who could it be victor marn chachacha chachacha rca victor
416,rcavictor_516768,La Noche De Mi Mal,Tu Y La Mentira,Ranchera,Ranchera,RCA Victor,la noche de mi mal tu la mentira grabado en mxico my bad night jos alfredo jimnez amalia mendoza la tariacuri con el mariachi vargas de tecalitln you and your life ranchera ranchera rca victor
417,rcavictor_516766,Que Lastima,Beseme Ud.,Bolero,Bolero,RCA Victor,que lastima beseme ud grabado en mxico what pity bobby cap pedro vargas orquesta rafael de paz kiss me severo miron orquesta juan garcia esquivel bolero bolero rca victor
418,rcavictor_516759,No Te Vayas,Rosa Maria,Ranchera,Ranchera,RCA Victor,no te vayas rosa maria grabado en mxico do nt leave cuco snchez pancho charro avitia con el mariachi vargas de tecalitln jimnezr fuentes ranchera ranchera rca victor
419,rcavictor_516757,Los Marcianos,"Mexico, Mexico Lindo",Cha-cha-cha,Cha-cha-cha,RCA Victor,los marcianos mexico mexico lindo grabado en mxico the martians rosando ruz ninn mondejar su orquesta amrica mexico beautiful mexico ninn mondejar chachacha chachacha rca victor
420,rcavictor_516752,Señorita Catalina,Guarapo,Cha-cha-cha,Cha-cha-cha,RCA Victor,seorita catalina guarapo grabado en mxico miss catalina muozboufartique arturo nuez su orquesta sugar cane juice florencio hernndez chachacha chachacha rca victor
421,rcavictor_516747,Dandole A La Rumba,Amor Prohibido,Guaracha,Bolero,RCA Victor,dandole la rumba amor prohibido grabado en mxico swinging the rumba johnny rodrguez trio los ticos chacon brenes pearanda forbidden love mario chacon guaracha bolero rca victor
422,rcavictor_516735,Morir Feliz,Cuidado Con La Mano,Cha-cha-cha,Cha-cha-cha,RCA Victor,morir feliz cuidado con la mano grabado en cuba die happy miguel jorrin orquesta enrique jorrin creador del chachacha be careful enrique jorrin chachacha chachacha rca victor
423,rcavictor_516731,"En Ti, En Ti",Mataron A Chacumbele,Cha-cha-cha,Cha-cha-cha,RCA Victor,en ti en ti mataron chacumbele grabado en mxico of you of you luis demetrio arturo nuez su orquesta they killed chacumbele chachacha chachacha rca victor
424,rcavictor_516726,Perdón,Mayoral,Bolero,Guaracha,RCA Victor,perdn mayoral pardon pedro flores cuarteto flores canto por daniel santos clarissa perea daniel santos bolero guaracha rca victor
425,rcavictor_516721,El Raton Coquero,La Berruga De Pepe,Guaracha,Guaracha,RCA Victor,el raton coquero la berruga de pepe the mouse jose marcial soto bimbi su tro oriental the wart octavio mendoza guaracha guaracha rca victor
426,rcavictor_516716,La Ultima Cancion,Camino De Espinas,Ranchera,Ranchera,RCA Victor,la ultima cancion camino de espinas grabado en mxico the last song fuentesstringlo amalia mendoza con el mariachi vargas de tecalitln road of thorns ignacio jaime ranchera ranchera rca victor
427,rcavictor_516702,Nosotros,Desconsiderada,Cha-cha-cha,Cha-cha-cha,RCA Victor,nosotros desconsiderada grabado en cuba us pedro junco orquesta aragon inconsiderate ramon cabrera chachacha chachacha rca victor
428,rcavictor_516895,Voy De Gallo,Gritenme Piedras Del Campo,Ranchera,Ranchera,RCA Victor,voy de gallo gritenme piedras del campo grabado en mxico call me back cuco sanchez miguel aceves meja el mariachi vargas de tecalitln ll rule the roost ramiro hernndez ranchera ranchera rca victor
429,rcavictor_516690,Paloma Dejame Ir,La Del Rebozo Blanco,Ranchera,Huapango,RCA Victor,paloma dejame ir la del rebozo blanco grabado en mxico let me go my love tomas mndez miguel aceves meja con el mariachi vargas de tecalitln the white stole fuentesr crdenas ranchera huapango rca victor
430,rcavictor_516686,El Preso No. 9,Su Ultimo Deseo,Huapango,Huapango,RCA Victor,el preso no su ultimo deseo grabado en mxico hermanos cantoral los tres caballeros conjunto ruben fuentes his last wish huapango huapango rca victor
431,rcavictor_516673,No Te Burles,No Me Olvidaras,Bolero,Bolero,RCA Victor,no te burles no me olvidaras grabado en mxico do nt scoff jose dolores quionez toa la negra orquesta rafael de paz you wo nt forget me federico baena bolero bolero rca victor
432,rcavictor_516672,Cariñosa,Cuatro Paredes,Bolero,Bolero,RCA Victor,cariosa cuatro paredes grabado en mxico endearing esteban delms rivera fernando fernndez orquesta juan garca esquivel four walls raul alcantara bolero bolero rca victor
433,rcavictor_516669,Fichas Negras,En Mi Viejo San Juan,Bolero,Bolero,RCA Victor,fichas negras en mi viejo san juan collectors johnny rodrquez tro vegabajeo fernanditode jess maduro noel estrada bolero bolero rca victor
434,rcavictor_516668,Para Que Tu Lo Bailes,Rico Vacilon,Cha-cha-cha,Cha-cha-cha,RCA Victor,para que tu lo bailes rico vacilon grabado en mxico for your dancing pleasure folleve los tres ases muoz neri gonzlez lots of fun rosendo ruiz jr chachacha chachacha rca victor
435,rcavictor_516667,Aurora,Lo Siento Por Ti,Corrido,Bolero,RCA Victor,aurora lo siento por ti grabado en mxico nico jimnez los bribones feel sorry for you rafael hernndez corrido bolero rca victor
436,rcavictor_516663,Triste Destino,Desilucion,Vals,Vals,RCA Victor,triste destino desilucion grabado en mxico sad fate jorge roman salazar las dos estrellas con el mariachi vargas de tecalitln disillusienment nazario escarria vals vals rca victor
437,rcavictor_516654,La Palabra,Que Te Perdone Dios,Bolero,Bolero,RCA Victor,la palabra que te perdone dios grabado en mxico that certain word antonio castro lupe raul conjunto may the lord forgive you jos de rivera bolero bolero rca victor
438,rcavictor_516651,Tres Palabras,No Me Preguntes,Bolero,Bolero,RCA Victor,tres palabras no me preguntes do nt ask me rafael gonzlez pea rafael muoz su orquesta canta jos luis moner three words osvaldo farres canta raffi muoz bolero bolero rca victor
439,rcavictor_516651,Tres Palabras,No Me Preguntes,Bolero,Bolero,RCA Victor,tres palabras no me preguntes three words osvaldo farres rafael muoz su orquesta canta raffi muoz do nt ask me rafael gonzlez pea canta jos luis moner bolero bolero rca victor
440,rcavictor_516650,El Framboyan,La Calandria,Huapango,Huapango,RCA Victor,el framboyan la calandria grabado en mxico nicandro castillo nicandro castillo con el mariachi vargas the lark huapango huapango rca victor
441,rcavictor_516644,Mi Saoco,Celosa,Son Montuno,Cha-cha-cha,RCA Victor,mi saoco celosa grabado en cuba beny mor beny mor su orquesta jealous tarraza son montuno chachacha rca victor
442,rcavictor_516638,Mi Borinqueña,Mi Novio,Merengue,Merengue,RCA Victor,mi borinquea mi novio ricardo rico ricardo rico su conjunto los tpicos dominicanos canta ricardo rico my sweetheart canta florinda sanchez merengue merengue rca victor
443,rcavictor_516637,Ocosingo,Rosario,Vals,Vals,RCA Victor,ocosingo rosario grabado en mxico abel domnguez lira de san cristobal hermanos domnguez ernesto domnguez vals vals rca victor
444,rcavictor_516633,Mala Hierba,Somos Diferentes,Cha-cha-cha,Cha-cha-cha,RCA Victor,mala hierba somos diferentes grabado en mxico bad penny pablo beltran ruiz pablo beltran ruiz su orquesta maybe maana chachacha chachacha rca victor
445,rcavictor_516626,"Colombiana, Colombiana",Venezolana,Vals,Bolero,RCA Victor,colombiana colombiana venezolana grabado en mxico armando arfiche pedro vargas con la orquesta havana cuban boys vals bolero rca victor
446,rcavictor_516625,Que Chiquitico Es El Mundo,Esa Es La Juventud,Cha-cha-cha,Bolero,RCA Victor,que chiquitico es el mundo esa es la juventud grabado en cuba how small the world is enrique iigoernesto duarte ernesto duarte su orquesta that youth ernesto duarte canta fernando gonzalez chachacha bolero rca victor
447,rcavictor_516621,Apuratto No,Semiló,Merengue,Merengue,RCA Victor,apuratto no semil not too fast athala robles noro morales su orquesta ricardo rico merengue merengue rca victor
448,rcavictor_516618,Enfermo Corazon,Dejame Llorar,Ranchera,Canción,RCA Victor,enfermo corazon dejame llorar grabado en mxico sick heart memo quintero hermanas padilla el mariachi mxico let me cry alfonso esparza oteo ranchera cancin rca victor
449,rcavictor_517025,Toda Una Eternidad,Calladamente,Bolero,Ranchera,RCA Victor,toda una eternidad calladamente grabado en mxico for all eternity miguel martnez martn malena con el mariachi vargas de tecalitln softly elvira mendoza ortiz bolero ranchera rca victor
450,rcavictor_517015,Julian,Silencio,Tango,Tango,RCA Victor,julian silencio grabado en mxico panizza edgardo donato libertad lamarque orquesta chucho zarzosa silence gradelpettorossilepera tango tango rca victor
451,rcavictor_517012,Que Seas Feliz,Ayes De Amor En El Río,Ranchera,Huapango,RCA Victor,que seas feliz ayes de amor en el ro grabado en mxico may you be happy consuelo velazquez miguel aceves meja con el mariachi vargas de tecalitln love sighs from the river toms mndez ranchera huapango rca victor
452,rcavictor_517009,Está Sellado,Amor,Bolero,Bolero,RCA Victor,est sellado amor grabado en mxico decreed by fate molina montese fabregat mara victoria orquesta rafael de paz love saulo sedano bolero bolero rca victor
453,rcavictor_517003,La Vida Es Un Sueño,Corrido De Monterrey,Ranchera,Corrido,RCA Victor,la vida es un sueo corrido de monterrey grabado en mxico life is dream jos alfredo jimnez laura rivera con el mariachi vargas de tecalitln severiano briseo ranchera corrido rca victor
454,rcavictor_517001,Tu Que Sabes,Feliz Cumpleaños,Ranchera,Vals,RCA Victor,tu que sabes feliz cumpleaos whadda ya know jos luz alaniz lydia mendoza con el conjunto de memo mata happy birthday ranchera vals rca victor
455,rcavictor_516994,La Vida Es Un Sueño,Por Maldición,Ranchera,Corrido,RCA Victor,la vida es un sueo por maldicin grabado en mxico life is dream jos alfredo jimnez pancho charro avitia con el mariachi vargas de tecalitln hexed ranchera corrido rca victor
456,rcavictor_516993,Huellas De Amor,Anoche Aprendí,Bolero,Bolero,RCA Victor,huellas de amor anoche aprend footprints of love bobby navarro bobby navarro con la orquesta de eddie cano learned last night ren touzet bolero bolero rca victor
457,rcavictor_516992,Por Esa Ingrata,Romance Tropical,Ranchera,Ranchera,RCA Victor,por esa ingrata romance tropical grabado en mxico because of her jess npoles galindo pancho charro avitia con el mariachi vargas de tecalitln tropical romance ranchera ranchera rca victor
458,rcavictor_516987,El Chiflido,El Compadre Mochila,Guaracha,Porro,RCA Victor,el chiflido el compadre mochila grabado en mxico the whistle porres tony camargo orquesta rafael de paz cousin mochila rada guaracha porro rca victor
459,rcavictor_516986,Métele Mi Cuate,Llegaste Tarde,Merengue,Bolero,RCA Victor,mtele mi cuate llegaste tarde grabado en cuba give it to him ramn paz lpez conjunto casino cantan felo ren fernando espi you came late wello rivas canta fernando alvarez merengue bolero rca victor
460,rcavictor_516984,Influencias,Qué Será,Cha-cha-cha,Bolero,RCA Victor,influencias qu ser grabado en cuba pull carlos puebla cunjunto casino cantan felo ren fernando espi what pintorossi vargas canta fernando alvarez chachacha bolero rca victor
461,rcavictor_516976,"Mi Amor, Mi Amor",Lluvia De Besos,Bolero,Bolero,RCA Victor,mi amor mi amor lluvia de besos grabado en mxico my love my love ma teresa jasso ruben reyes orquesta rafael de paz shower of kisses fernando maldonado bolero bolero rca victor
462,rcavictor_516974,Te Conquistaré,Salud Y Dinero,Merengue,Plena,RCA Victor,te conquistar salud dinero ll convince you paco couvertier manoln morel su conjunto vocal casito morales coro yayo cuzo health and wealth mario de jess merengue plena rca victor
463,rcavictor_516969,No Te Vuelvas Loco,Esperanza,Cha-cha-cha,Cha-cha-cha,RCA Victor,no te vuelvas loco esperanza grabado en cuba take it easy ernesto duarte orquesta aragn hope ramn cabrera chachacha chachacha rca victor
464,rcavictor_516962,El Pescador,Mi Música Es Para Ti,Cha-cha-cha,Cha-cha-cha,RCA Victor,el pescador mi msica es para ti the fisherman prez turinaf salabert manny lpez su orquesta my song is for you ren touzet chachacha chachacha rca victor
465,rcavictor_516961,Sabrosona,Calculadora,Cha-cha-cha,Cha-cha-cha,RCA Victor,sabrosona calculadora grabado en cuba voluptuous rafael layrichard eges orquesta aragn ther schemer rosendo rosellarr eges chachacha chachacha rca victor
466,rcavictor_516958,Al Vaiven De Mi Carreta,Mi Amor Ideal,Cha-cha-cha,Cha-cha-cha,RCA Victor,al vaiven de mi carreta mi amor ideal grabado en cuba swaying oxcart nico saquito orquesta aragn my ideal love rafael lay chachacha chachacha rca victor
467,rcavictor_516952,Que Si Te Quiero Juralo,Y ... Ya,Ranchera,Ranchera,RCA Victor,que si te quiero juralo ya grabado en mxico that if love you swear it cuco snchez amalia mendoza con el mariachi vargas de tecalitln now jos ferrusquilla espinosa ranchera ranchera rca victor
468,rcavictor_516951,Danzoneando,Sin Duda,Danzón,Danzón,RCA Victor,danzoneando sin duda dancing the danzn memo salamanca memo salamanca su orquesta without doubt memo salamancae de nicols danzn danzn rca victor
469,rcavictor_516945,Quiero Hablar Contigo,La Bondad Inutil,Bolero,Bolero,RCA Victor,quiero hablar contigo la bondad inutil grabado en cuba want to tell you carlos puebla carlos puebla su ritmo useless bolero bolero rca victor
470,rcavictor_516944,Ten Calma Corazón,Primavera De Besos,Bolero,Bolero,RCA Victor,ten calma corazn primavera de besos grabado en mxico be calm my heart pedro rigual tito gmez orquesta chucho zarzosa spring kisses miguel angel valladares bolero bolero rca victor
471,rcavictor_516943,Ojitos,Un Danzón Para Ti,Danzón,Danzón,RCA Victor,ojitos un danzn para ti grabado en mxico little eyes memo salamanca memo salamanca su orquesta danzon for you danzn danzn rca victor
472,rcavictor_516939,Ay Como Me Gusta,Será Al Volver,Merengue,Bolero,RCA Victor,ay como me gusta ser al volver grabado en cuba like it very much chiquitin garcia beny mor su orquesta when you return jos claro fumero merengue bolero rca victor
473,rcavictor_516938,Chueco O Derecho,La Prieta Ingrata,Ranchera,Ranchera,RCA Victor,chueco derecho la prieta ingrata grabado en mxico right or left fidel vista pancho charro avitia con el mariachi vargas de tecalitln ungrateful miguel martinez ranchera ranchera rca victor
474,rcavictor_516937,Tres Cachetadas,Te Parto El Alma,Ranchera,Ranchera,RCA Victor,tres cachetadas te parto el alma grabado en mxico three slaps in the face toms mendez amalia mendoza con el mariachi vargas de tecalitln ll break your heart cuco sanchez ranchera ranchera rca victor
475,rcavictor_516934,Honor Y Gloria,Adios En El Puerto,Vals,Danzón,RCA Victor,honor gloria adios en el puerto grabado en mxico honor and glory quirino mendoza lira de san cristbal hnos dominguez goodbye at the port ernesto dominguez vals danzn rca victor
476,rcavictor_516933,No Me Molesto,Los Bomberos,Cha-cha-cha,Cha-cha-cha,RCA Victor,no me molesto los bomberos grabado en mxico do nt worry jorge zamora ninon mondejar su orquesta amrica the firemen sosa jr chachacha chachacha rca victor
477,rcavictor_516926,Volviste Al Fin Cual Golondrina,Aurora,Son Montuno,Son Montuno,RCA Victor,volviste al fin cual golondrina aurora like the swallows alberto rivera sexteto antillano dir ricardo rico manuel corona son montuno son montuno rca victor
478,rcavictor_516908,Si Ya No Vuelves,Mi Casita De Paja,Bolero,Ranchera,RCA Victor,si ya no vuelves mi casita de paja grabado en mxico if you do nt return fuentesa cervantes martin malena con el mariachi vargas de tecalitlan my little grass shack victor cordero bolero ranchera rca victor
479,rcavictor_516906,Mi Unica Verdad,No Me Digas Adios,Bolero,Bolero,RCA Victor,mi unica verdad no me digas adios my only truth alfredo gil raul marrero con la orquesta de rene hernandez do nt say goodby mae medina bolero bolero rca victor
480,rcavictor_516904,Nunca Te Lo He Dicho,Ayer Mi Amor Se Fue,Bolero,Bolero,RCA Victor,nunca te lo he dicho ayer mi amor se fue have never told you papa molina yayo el indio con orquesta my love left yesterday myrta silva bolero bolero rca victor
481,rcavictor_516903,Un Dia De Vida,Porque Te Quejas,Ranchera,Ranchera,RCA Victor,un dia de vida porque te quejas living day martin becerra dueto los camaradas con el conjunto norteno de memo mata why complain luis gonzalez ranchera ranchera rca victor
482,rcavictor_516895,Voy De Gallo,Gritenme Piedras Del Campo,Ranchera,Ranchera,RCA Victor,voy de gallo gritenme piedras del campo grabado en mxico ll rule the roost ramiro hernndez miguel aceves meja el mariachi vargas de tecalitln call me back cuco sanchez ranchera ranchera rca victor
483,rcavictor_516893,Alma De Acero,Tata Dios,Ranchera,Huapango,RCA Victor,alma de acero tata dios grabado en mxico soul of steel jose alfredo jimnez miguel acevs meja con el mariachi vargas de tecalitln valeriano treji ranchera huapango rca victor
